uid,number,dateSigned,investorName,investorId,authorityName,authorityId,partiesName,partiesId,description,amountValue,startDate,endDate,status,url,text,legalActType,legalActTitle,legalActDate,legalActNumber,legalActUrl,publisherName,publisherId
2007-049-13/і/50,049-13/і/50,2007-12-28,ТОВ «Індустриальні технології будівництва»,35251639,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісних комплексів з готелями, закладами громадського харчування, приміщеннями торговельно-розважального призначення і паркінгами зі створенням та благоустроєм парків відпочинку, скверів, дитячих майданчиків із подальшою експлуатацією та обслуговуванням на Столичному шосе (урочище «Бичок»), ділянка 3",null,2007-12-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/51,049-13/і/51,2007-12-28,ТОВ «ЕКО-БІЗНЕС»,35310348,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісних комплексів з готелями, закладами громадського харчування, приміщеннями торговельно-розважального призначення і паркінгами зі створенням та благоустроєм парків відпочинку, скверів, дитячих майданчиків із подальшою експлуатацією та обслуговуванням на Столичному шосе (урочище «Покал»), ділянка 3",null,2007-12-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/52,049-13/і/52,2007-12-28,ТОВ «СКАЙ-БУД ЛТД»,35311540,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісно-торговельно-розважальних приміщень і закладів громадського харчування зі стоянкою автомобілів для відвідувачів на проспекті М.Бажана (метро «Осокорки», непарна сторона) у Дарницькому районі",null,2007-12-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/53,049-13/і/53,2007-12-28,ТОВ «А.С.П. ЛТД»,35311535,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісно-торговельно-розважальних приміщень і закладів громадського харчування зі стоянкою автомобілів для відвідувачів на проспекті М.Бажана (метро «Позняки», парна сторона, ділянка №3) у Дарницькому районі",null,2007-12-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/54,049-13/і/54,2007-12-28,ТОВ «ІНТЕРБУД-МАШ»,35251602,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісних комплексів з готелями, закладами громадського харчування, приміщеннями торговельно-розважального призначення і паркінгами зі створенням та благоустроєм парків відпочинку, скверів, дитячих майданчиків із подальшою експлуатацією та обслуговуванням на Столичному шосе (урочище «Бичок»), ділянка 4",null,2007-12-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/55,049-13/і/55,2007-12-28,ТОВ «СТ БІЗНЕС-ПАРК»,35251403,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво та експлуатація торгово-офісно-логістичного комплексу на Столичному шосе (урочище «Бичок», парна сторона) - Ділянка 5",null,2007-12-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/56,049-13/і/56,2007-12-28,ТОВ «БІЗНЕС-ПАРК «СТОЛИЧНИЙ»,35251670,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісних комплексів з готелями, закладами громадського харчування, приміщеннями торговельно-розважального призначення і паркінгами зі створенням та благоустроєм парків відпочинку, скверів, дитячих майданчиків із подальшою експлуатацією та обслуговуванням на Столичному шосе (урочище «Бичок», діл. 6)",null,2007-12-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/57,049-13/і/57,2007-12-28,ТОВ «БІЗНЕС-ПАРК «АВАНТА»,35251431,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісних комплексів з готелями, закладами громадського харчування, приміщеннями торговельно-розважального призначення і паркінгами зі створенням та благоустроєм парків відпочинку, скверів, дитячих майданчиків із подальшою експлуатацією та обслуговуванням на Столичному шосе (урочище «Покал», діл. 4)",null,2007-12-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/58,049-13/і/58,2007-12-29,ТОВ «МАГІСТРАЛЬ-БУД ЛТД»,35251659,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісно-торговельно-розважальних приміщень і закладів громадського харчування зі стоянкою автомобілів для відвідувачів на проспекті М.Бажана (метро «Харківська», парна сторона, ділянка №2) у Дарницькому районі",null,2007-12-29,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/59,049-13/і/59,2007-12-29,ТОВ «САН ІННОТЕХ»,35251419,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісно-торговельно-розважальних приміщень і закладів громадського харчування зі стоянкою автомобілів для відвідувачів на проспекті М.Бажана (метро «Харківська», парна сторона, ділянка №3) у Дарницькому районі",null,2007-12-29,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/60,049-13/і/60,2007-12-29,ТОВ «ТЕХНОБУД-КОМПЛЕКС лтд»,35251618,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісно-торговельно-розважальних приміщень і закладів громадського харчування зі стоянкою автомобілів для відвідувачів на проспекті М.Бажана (метро «Харківська», непарна сторона) у Дарницькому районі",null,2007-12-29,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/61,049-13/і/61,2007-12-29,ТОВ «НОВІТНІ БУДІВЕЛЬНІ СИСТЕМИ ЛТД»,35251026,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісно-торговельно-розважальних приміщень і закладів громадського харчування зі стоянкою автомобілів для відвідувачів на проспекті М.Бажана (метро «Позняки», непарна сторона, ділянка №1) у Дарницькому районі",null,2007-12-29,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/62,049-13/і/62,2007-12-29,ТОВ «НОВО-КОМЕРЦБУД»,35251665,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісно-торговельно-розважальних приміщень і закладів громадського харчування зі стоянкою автомобілів для відвідувачів на проспекті М.Бажана (метро «Позняки», непарна сторона, ділянка №2) у Дарницькому районі",null,2007-12-29,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/63,049-13/і/63,2007-12-29,ТОВ «ПРО-ІНВЕСТ»,35251686,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво офісно-торговельно-розважальних приміщень і закладів громадського харчування зі стоянкою автомобілів для відвідувачів на проспекті М.Бажана (метро «Позняки», парна сторона, ділянка №4) у Дарницькому районі",null,2007-12-29,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2007-10-25,1410,null,Київська міська державна адміністрація,00022527
2007-049-13/і/64,049-13/і/64,2008-05-23,ТОВ «К.О.С.Груп-ІІ»,34760107,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,"Будівництво адміністративного центру по вулиці Братській, 17-19 в Подільському районі",null,2008-05-23,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2008-04-23,690,null,Київська міська державна адміністрація,00022527
2007-049-13/і/65,049-13/і/65,2008-05-23,ТОВ «Центр сприяння стабілізації економіки і розвитку»,35576203,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво терміналу для вантажного транспорту на харківському напрямку (Дарницький район),null,2008-05-23,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2008-05-16,691,null,Київська міська державна адміністрація,00022527
2007-049-13/і/66,049-13/і/66,2008-05-23,ТОВ «Будівельна група «Меркурій»,35534713,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,"Будівництво терміналу для вантажного транспорту на Броварському проспекті, 95 (Деснянський район)",null,2008-05-23,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2008-05-16,691,null,Київська міська державна адміністрація,00022527
2008-049-13/і/67,049-13/і/67,2008-05-23,ТОВ «Інвестиційні проекти»,33544049,Департамент економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,null,null,"Будівництво торгово офісного центру з об'єктами соціального призначення на вул. Шовковичній, 13-15/1 у Печерському районі м. Києва",null,2008-05-23,До повного виконання своїх зобов'язань,Чинний,null,null,Розпорядження,Про затвердження результатів конкурсу із залучення інвесторів,2008-05-16,690,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/68,049-13/і/68,2008-05-23,ТОВ «Група земельного фінансування»,34760992,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,"Будівництво адміністративно-офісних та готельних приміщень з підземними паркінгами, об'єктами інфраструктури та об'єктами соціального значення на перетині Набережного шосе та бульвару Дружби народів у Печерському районі",null,2008-05-23,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,690,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/69,049-13/і/69,2008-05-23,ТОВ «Орбітаплюс-V»,34760070,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво багатофункціонального підземного комплексу та паркінгу на Спортивній площі,null,2008-05-23,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,690,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/70,049-13/і/70,2008-05-23,ТОВ «Нетекс»,34185817,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво терміналу для вантажного транспорту на ковельському напрямку (Святошинський район),null,2008-05-23,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,691,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/71,049-13/і/71,2008-05-23,ТОВ «Сілайн XXI»,35573705,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво терміналу для вантажного транспорту на дніпропетровському напрямку (Голосіївський район),null,2008-05-23,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,691,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/72,049-13/і/72,2008-05-23,ТОВ «Неон проект»,32381484,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво терміналу для вантажного транспорту на житомирському напрямку (Святошинський район),null,2008-05-23,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,691,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/73,049-13/і/73,2008-05-23,ТОВ «Фінансова група «Авеста»,34578202,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,Будівництво терміналу для вантажного транспорту на овруцькому напрямку (Оболонський район),null,2008-05-23,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,691,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/74,049-13/і/74,2008-05-26,ТОВ «ВЛМ»,35264192,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київське інвестиційне агентство»,21655857,"Будівництво багатофункціонального комплексу з паркінгом на перетині вул. Солом'янської, вул. Урицького та просп. Повітрофлотського у Солом'янському районі",null,2008-05-26,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,691,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/75,049-13/і/75,2008-07-14,ТОВ «ПРЕСТИЖ ІНФОСОЮЗ»,35311472,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство «Київський метрополітен»,03328913,Будівництво підземних торгових приміщень із закладами громадського харчування на станції «Васильківська» Куренівсько-Червоноармійської лінії київського метрополітену,null,2008-07-14,До повного виконання своїх зобов'язань,Виконаний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-04-23,586,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/76,049-13/і/76,2008-08-28,ТОВ «БУДІНВЕСТКАПІТАЛ»,35532978,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство «Київський метрополітен»,03328913,Будівництво підземних торгових приміщень із закладами громадського харчування на станції метрополітену «Виставковий центр» Куренівсько-Червоноармійської лінії київського метрополітену,null,2008-08-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-04-23,586,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/77,049-13/і/77,2008-08-28,ТОВ «Парус»,30931280,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальна корпорація «Київавтодор»,03328913,Будівництво підземного паркінгу під проїзною частиною вул. Прорізної (від вул. Хрещатик до вул. Володимирської),null,2008-08-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-04-23,586,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/78,049-13/і/78,2008-08-28,ТОВ «КОДМІО ЛЕКС»,35480396,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,Комунальне підприємство «Київський метрополітен»,03328913,"Будівництво накриття відкритої частини Подільсько-Вигурівської лінії метрополітену між станціями «Проспект Ватутіна» та «Вулиця Каштанова» з обладнаними пішохідними містками, створення приміщень торгівельно-офісного та розважального призначень, паркінгу, супутньої інфраструктури на станції «Проспект Ватутіна» та вздовж ділянки «Проспект Ватутіна» - «Вулиця Каштанова»",null,2008-08-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-04-23,586,null,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),00022527
2008-049-13/і/79,049-13/і/79,2008-08-28,ТОВ «ВАЛЕОН А»,35480380,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Головне управління комунальної власності виконавчого органу Київської міської ради (Київської міської державної адміністрації), Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київжитлоспецексплуатація»","19020407, 03366500","Реконструкція будинку на вул. Б.Хмельницького, 78 А",null,2008-08-28,До повного виконання своїх зобов'язань,Припинений,null,null,Розпорядження,Про затвердження переможця конкурсу із залучення інвесторів,2008-04-23,586,null,Київська міська державна адміністрація,00022527
2008-049-13/і/80,049-13/і/80,2008-08-28,ТОВ «БІЗНЕС АКСІОМА»,35362291,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Головне управління комунальної власності виконавчого органу Київської міської ради (Київської міської державної адміністрації), Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київжитлоспецексплуатація»","19020407, 03366500","Реконструкція будинку на вул.Володимирській, 86 А",null,2008-08-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-04-23,586,null,Київська міська державна адміністрація,00022527
2008-049-13/і/81,049-13/і/81,2008-08-28,ТОВ «Прем'єр-Буд»,35137146,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Головне управління комунальної власності виконавчого органу Київської міської ради (Київської міської державної адміністрації), Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київжитлоспецексплуатація»","19020407, 03366500","Реконструкція будинку на вул. Оболонській, 21",null,2008-08-28,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-04-23,586,null,Київська міська державна адміністрація,00022527
2008-049-13/і/82,049-13/і/82,2008-12-10,ТОВ «ДЕБЕТМАРКЕТ»,34896313,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Головне управління комунальної власності виконавчого органу Київської міської ради (Київської міської державної адміністрації), Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київжитлоспецексплуатація»","19020407, 03366500","Реконструкція будинку на пров. Пилипівському, 5 А",null,2008-12-10,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,691,null,Київська міська державна адміністрація,00022527
2008-049-13/і/83,049-13/і/83,2008-12-10,ТОВ «Євробудівельник»,35532433,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Головне управління комунальної власності виконавчого органу Київської міської ради (Київської міської державної адміністрації), Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київжитлоспецексплуатація»","19020407, 03366500","Реконструкція будинку на вул. Ванди Василевської, 18 літ. Б",null,2008-12-10,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,691,null,Київська міська державна адміністрація,00022527
2008-049-13/і/84,049-13/і/84,2008-12-11,ТОВ «ФОРТУНА КАПІТАЛ»,34760966,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Головне управління комунальної власності виконавчого органу Київської міської ради (Київської міської державної адміністрації), Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київжитлоспецексплуатація»","19020407, 03366500","Реконструкція будинку на вул. Вокзальній, 7 літ. А",null,2008-12-11,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,691,null,Київська міська державна адміністрація,00022527
2008-049-13/і/85,049-13/і/85,2008-12-11,ТОВ «Фінансова компанія «Альянс-Інвестбуд»,35087090,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Головне управління комунальної власності виконавчого органу Київської міської ради (Київської міської державної адміністрації), Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київжитлоспецексплуатація»","19020407, 03366500","Реконструкція будинку на Андріївському узвозі, 36 літ. А",null,2008-12-11,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,691,null,Київська міська державна адміністрація,00022527
2008-049-13/і/86,049-13/і/86,2008-12-11,ТОВ «ІННОВА БУД»,35429743,Головне управління економіки та інвестицій виконавчого органу Київської міської ради (Київської міської державної адміністрації),04633423,"Головне управління комунальної власності виконавчого органу Київської міської ради (Київської міської державної адміністрації), Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Київжитлоспецексплуатація»","19020407, 03366500","Реконструкція будинку на вул. Золотоворітській, 6 літ. Б",null,2008-12-11,До повного виконання своїх зобов'язань,Розірваний,null,null,Розпорядження,Про затвердження результатів конкурсів із залучення інвесторів,2008-05-16,691,null,Київська міська державна адміністрація,00022527
