uid,type,consumerType,unitAmountValue,unitAmountCurrency,unitName,status,providerName,providerId,validFrom,validThrough,legalActType,legalActTitle,legalActIssued,legalActNumber,legalActUrl,text,publisherName,publisherId
655,послуга з постачання теплової енергії без ЦТП без ІТП без ВКО,релігійні організації,2369.36,UAH,Гкал,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2023-10-01,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ»",2023-09-29,761,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_yevro-rekonstruktsiya_991208/,null,Київська міська військова адміністрація,00022527
656,послуга з постачання теплової енергії без ЦТП без ІТП з ВКО,населення,2529.97,UAH,Гкал,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2023-10-01,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ»",2023-09-29,761,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_yevro-rekonstruktsiya_991208/,null,Київська міська військова адміністрація,00022527
657,"послуга з постачання теплової енергії без ЦТП без ІТП з ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,1408.27,UAH,Гкал,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2023-10-01,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ»",2023-09-29,761,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_yevro-rekonstruktsiya_991208/,null,Київська міська військова адміністрація,00022527
658,послуга з постачання гарячої води без ЦТП без ІТП без ВКО,населення,111.70,UAH,куб. м,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2023-10-01,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ»",2023-09-29,761,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_yevro-rekonstruktsiya_991208/,null,Київська міська військова адміністрація,00022527
659,"послуга з постачання гарячої води без ЦТП без ІТП без ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,75.96,UAH,куб. м,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2023-10-01,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ»",2023-09-29,761,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_yevro-rekonstruktsiya_991208/,null,Київська міська військова адміністрація,00022527
660,послуга з постачання гарячої води без ЦТП без ІТП з ВКО,населення,127.49,UAH,куб. м,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2023-10-01,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ»",2023-09-29,761,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_yevro-rekonstruktsiya_991208/,null,Київська міська військова адміністрація,00022527
661,"послуга з постачання гарячої води без ЦТП без ІТП з ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,75.96,UAH,куб. м,Втратив чинність,ТОВ «ЄВРО-РЕКОНСТРУКЦІЯ»,37739041,2023-10-01,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води Товариству з обмеженою відповідальністю «ЄВРО-РЕКОНСТРУКЦІЯ»",2023-09-29,761,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_yevro-rekonstruktsiya_991208/,null,Київська міська військова адміністрація,00022527
662,послуга з постачання теплової енергії без ЦТП без ІТП без ВКО,населення,2186.03,UAH,Гкал,Втратив чинність,ТОВ «КОМПАНІЯ «ТЕПЛО-СВІТ»,42006345,2023-10-01,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КОМПАНІЯ «ТЕПЛО-СВІТ»",2023-09-29,762,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachannya_teplovo_energi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_kompaniya_teplo-svit_991213/,null,Київська міська військова адміністрація,00022527
663,"послуга з постачання теплової енергії без ЦТП без ІТП без ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,2177.30,UAH,Гкал,Втратив чинність,ТОВ «КОМПАНІЯ «ТЕПЛО-СВІТ»,42006345,2023-10-01,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КОМПАНІЯ «ТЕПЛО-СВІТ»",2023-09-29,762,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachannya_teplovo_energi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_kompaniya_teplo-svit_991213/,null,Київська міська військова адміністрація,00022527
664,послуга з постачання теплової енергії без ЦТП без ІТП без ВКО,інші споживачі,3423.95,UAH,Гкал,Втратив чинність,ТОВ «КОМПАНІЯ «ТЕПЛО-СВІТ»,42006345,2023-10-01,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, транспортування теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КОМПАНІЯ «ТЕПЛО-СВІТ»",2023-09-29,762,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_transportuvannya_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachannya_teplovo_energi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_kompaniya_teplo-svit_991213/,null,Київська міська військова адміністрація,00022527
665,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, вул. Гоголівська, 44",населення,1649.48,UAH,Гкал,Втратив чинність,ТОВ «ГРІН АПЕКС»,33150118,2023-10-31,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГРІН АПЕКС»",2023-10-31,867,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi__postachannya_teplovo_energi_poslugu_z_postachannya_teplovo_energi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_grin_aleks/,null,Київська міська військова адміністрація,00022527
666,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, вул. Гоголівська, 44",інші споживачі,2879.59,UAH,Гкал,Втратив чинність,ТОВ «ГРІН АПЕКС»,33150118,2023-10-31,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГРІН АПЕКС»",2023-10-31,867,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi__postachannya_teplovo_energi_poslugu_z_postachannya_teplovo_energi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_grin_aleks/,null,Київська міська військова адміністрація,00022527
667,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, вул. Микільсько-Слобідська, 11",населення,1461.12,UAH,Гкал,Втратив чинність,ТОВ «ГРІН АПЕКС»,33150118,2023-10-31,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГРІН АПЕКС»",2023-10-31,867,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi__postachannya_teplovo_energi_poslugu_z_postachannya_teplovo_energi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_grin_aleks/,null,Київська міська військова адміністрація,00022527
668,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, вул. Микільсько-Слобідська, 11",інші споживачі,2691.20,UAH,Гкал,Втратив чинність,ТОВ «ГРІН АПЕКС»,33150118,2023-10-31,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГРІН АПЕКС»",2023-10-31,867,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi__postachannya_teplovo_energi_poslugu_z_postachannya_teplovo_energi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_grin_aleks/,null,Київська міська військова адміністрація,00022527
669,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, просп. Берестейський, 55-а",населення,1540.74,UAH,Гкал,Втратив чинність,ТОВ «ГРІН АПЕКС»,33150118,2023-10-31,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГРІН АПЕКС»",2023-10-31,867,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi__postachannya_teplovo_energi_poslugu_z_postachannya_teplovo_energi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_grin_aleks/,null,Київська міська військова адміністрація,00022527
670,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, просп. Берестейський, 55-а",інші споживачі,2784.79,UAH,Гкал,Втратив чинність,ТОВ «ГРІН АПЕКС»,33150118,2023-10-31,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГРІН АПЕКС»",2023-10-31,867,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi__postachannya_teplovo_energi_poslugu_z_postachannya_teplovo_energi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_grin_aleks/,null,Київська міська військова адміністрація,00022527
671,послуга з постачання теплової енергії без ЦТП без ІТП без ВКО,населення,1717.44,UAH,Гкал,Втратив чинність,ТОВ «ІДЕАЛ ЕНЕРДЖІ СИСТЕМ»,43071902,2023-11-13,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІДЕАЛ ЕНЕРДЖІ СИСТЕМ»",2023-11-13,912,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachannya_teplovo_energi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_ideal_enerdzhi_sistem_993369/,null,Київська міська військова адміністрація,00022527
672,"послуга з постачання теплової енергії без ЦТП без ІТП без ВКО протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,1651.28,UAH,Гкал,Втратив чинність,ТОВ «ІДЕАЛ ЕНЕРДЖІ СИСТЕМ»,43071902,2023-11-13,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послугу з постачання теплової енергії ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІДЕАЛ ЕНЕРДЖІ СИСТЕМ»",2023-11-13,912,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugu_z_postachannya_teplovo_energi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_ideal_enerdzhi_sistem_993369/,null,Київська міська військова адміністрація,00022527
673,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, просп. Берестейський, 42-а",населення,2065.37,UAH,Гкал,Втратив чинність,ТОВ «СЕНТ СОФІЯ ПРОПЕРТІ МЕНЕДЖМЕНТ»,35265826,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СЕНТ СОФІЯ ПРОПЕРТІ МЕНЕДЖМЕНТ»",2023-11-14,916,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_sent_sofiya_properti_menedzhment/,null,Київська міська військова адміністрація,00022527
674,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, просп. Берестейський, 42-а",інші споживачі,3167.58,UAH,Гкал,Втратив чинність,ТОВ «СЕНТ СОФІЯ ПРОПЕРТІ МЕНЕДЖМЕНТ»,35265826,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СЕНТ СОФІЯ ПРОПЕРТІ МЕНЕДЖМЕНТ»",2023-11-14,916,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_sent_sofiya_properti_menedzhment/,null,Київська міська військова адміністрація,00022527
675,"послуга з постачання гарячої води окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, просп. Берестейський, 42-а",населення,99.76,UAH,куб. м,Втратив чинність,ТОВ «СЕНТ СОФІЯ ПРОПЕРТІ МЕНЕДЖМЕНТ»,35265826,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СЕНТ СОФІЯ ПРОПЕРТІ МЕНЕДЖМЕНТ»",2023-11-14,916,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_sent_sofiya_properti_menedzhment/,null,Київська міська військова адміністрація,00022527
676,"послуга з постачання гарячої води окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, просп. Берестейський, 42-а",інші споживачі,144.88,UAH,куб. м,Втратив чинність,ТОВ «СЕНТ СОФІЯ ПРОПЕРТІ МЕНЕДЖМЕНТ»,35265826,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії та постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СЕНТ СОФІЯ ПРОПЕРТІ МЕНЕДЖМЕНТ»",2023-11-14,916,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_ta_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_sent_sofiya_properti_menedzhment/,null,Київська міська військова адміністрація,00022527
677,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, вул. Глибочицька, 32-а",населення,2047.49,UAH,Гкал,Втратив чинність,ТОВ «Керуюча компанія «СТАТУС»,38482930,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії і постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»",2023-11-14,915,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_i_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_keruyucha_kompaniya_status_993460/,null,Київська міська військова адміністрація,00022527
678,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, вул. Глибочицька, 32-а протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,1642.04,UAH,Гкал,Втратив чинність,ТОВ «Керуюча компанія «СТАТУС»,38482930,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії і постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»",2023-11-14,915,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_i_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_keruyucha_kompaniya_status_993460/,null,Київська міська військова адміністрація,00022527
679,"послуга з постачання теплової енергії окремо для багатоквартирного будинку, обладнаного САТ, без ВКО, вул. Глибочицька, 32-а",інші споживачі,3308.89,UAH,Гкал,Втратив чинність,ТОВ «Керуюча компанія «СТАТУС»,38482930,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії і постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»",2023-11-14,915,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_i_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_keruyucha_kompaniya_status_993460/,null,Київська міська військова адміністрація,00022527
680,послуга з постачання теплової енергії без ЦТП з ІТП без ВКО,населення,1986.49,UAH,Гкал,Втратив чинність,ТОВ «Керуюча компанія «СТАТУС»,38482930,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії і постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»",2023-11-14,915,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_i_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_keruyucha_kompaniya_status_993460/,null,Київська міська військова адміністрація,00022527
681,"послуга з постачання теплової енергії без ЦТП з ІТП без ВКО, вул. Глибочицька, 32-б протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,1642.60,UAH,Гкал,Втратив чинність,ТОВ «Керуюча компанія «СТАТУС»,38482930,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії і постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»",2023-11-14,915,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_i_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_keruyucha_kompaniya_status_993460/,null,Київська міська військова адміністрація,00022527
682,послуга з постачання теплової енергії без ЦТП з ІТП без ВКО,інші споживачі,3247.90,UAH,Гкал,Втратив чинність,ТОВ «Керуюча компанія «СТАТУС»,38482930,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії і постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»",2023-11-14,915,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_i_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_keruyucha_kompaniya_status_993460/,null,Київська міська військова адміністрація,00022527
683,"послуга з постачання теплової енергії без ЦТП з ІТП без ВКО, вул. Глибочицька, 32-в протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,1641.90,UAH,Гкал,Втратив чинність,ТОВ «Керуюча компанія «СТАТУС»,38482930,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії і постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»",2023-11-14,915,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_i_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_keruyucha_kompaniya_status_993460/,null,Київська міська військова адміністрація,00022527
684,"послуга з постачання гарячої води, що виробляється за допомогою САТ, окремо для багатоквартирного будинку, без ВКО, вул. Глибочицька, 32-а",населення,103.97,UAH,куб. м,Втратив чинність,ТОВ «Керуюча компанія «СТАТУС»,38482930,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії і постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»",2023-11-14,915,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_i_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_keruyucha_kompaniya_status_993460/,null,Київська міська військова адміністрація,00022527
685,"послуга з постачання гарячої води, що виробляється за допомогою САТ, окремо для багатоквартирного будинку, без ВКО, вул. Глибочицька, 32-а протягом дії воєнного стану в Україні та протягом шести місяців після місяця, в якому його буде припинено або скасовано",населення,93.11,UAH,куб. м,Втратив чинність,ТОВ «Керуюча компанія «СТАТУС»,38482930,2023-11-14,2024-09-30,Розпорядження,"Про встановлення тарифів на теплову енергію, виробництво теплової енергії, постачання теплової енергії, послуги з постачання теплової енергії і постачання гарячої води ТОВАРИСТВУ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КЕРУЮЧА КОМПАНІЯ «СТАТУС»",2023-11-14,915,https://kyivcity.gov.ua/npa/pro_vstanovlennya_tarifiv_na_teplovu_energiyu_virobnitstvo_teplovo_energi_postachannya_teplovo_energi_poslugi_z_postachannya_teplovo_energi_i_postachannya_garyacho_vodi_tovaristvu_z_obmezhenoyu_vidpovidalnistyu_keruyucha_kompaniya_status_993460/,null,Київська міська військова адміністрація,00022527
